pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,pw_2022,exportdt
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,31,Passaic Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,31,Passaic Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW JERSEY,NJ,34,31,Passaic Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW JERSEY,NJ,34,31,Passaic Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,33,Salem Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,33,Salem Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,33,Salem Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,33,Salem Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,33,Salem Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,35,Somerset Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,35,Somerset Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,35,Somerset Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,35,Somerset Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,35,Somerset Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW JERSEY,NJ,34,35,Somerset Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW JERSEY,NJ,34,35,Somerset Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,37,Sussex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,37,Sussex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,37,Sussex Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,37,Sussex Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,39,Union Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,39,Union Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,39,Union Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,39,Union Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW JERSEY,NJ,34,39,Union Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW JERSEY,NJ,34,39,Union Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW JERSEY,NJ,34,39,Union Co,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW JERSEY,NJ,34,41,Warren Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW JERSEY,NJ,34,41,Warren Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW JERSEY,NJ,34,41,Warren Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW JERSEY,NJ,34,41,Warren Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Sulfur Dioxide (1971),,NEW JERSEY,NJ,34,41,Warren Co,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,NEW MEXICO,NM,35,1,Bernalillo Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW MEXICO,NM,35,13,Dona Ana Co,,,,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,NEW MEXICO,NM,35,13,Dona Ana Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
PM-10 (1987),,NEW MEXICO,NM,35,13,Dona Ana Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
Sulfur Dioxide (1971),,NEW MEXICO,NM,35,17,Grant Co,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,NEVADA,NV,32,510,Carson City,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEVADA,NV,32,3,Clark Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,NEVADA,NV,32,3,Clark Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,NEVADA,NV,32,3,Clark Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,NEVADA,NV,32,3,Clark Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,NEVADA,NV,32,5,Douglas Co,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEVADA,NV,32,31,Washoe Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,NEVADA,NV,32,31,Washoe Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,NEVADA,NV,32,31,Washoe Co,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,NEVADA,NV,32,33,White Pine Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,1,Albany Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,1,Albany Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,5,Bronx Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,5,Bronx Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,5,Bronx Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,5,Bronx Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,5,Bronx Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,5,Bronx Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,5,Bronx Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,13,Chautauqua Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,13,Chautauqua Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,27,Dutchess Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,27,Dutchess Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,29,Erie Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,29,Erie Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,31,Essex Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,31,Essex Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,37,Genesee Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,39,Greene Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,39,Greene Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,45,Jefferson Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,45,Jefferson Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,47,Kings Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,47,Kings Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,47,Kings Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,47,Kings Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,47,Kings Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,47,Kings Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,47,Kings Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,51,Livingston Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,55,Monroe Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,57,Montgomery Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,57,Montgomery Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,59,Nassau Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,59,Nassau Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,59,Nassau Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,59,Nassau Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,59,Nassau Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,59,Nassau Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,59,Nassau Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,61,New York Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,61,New York Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,61,New York Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,61,New York Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,61,New York Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,NEW YORK,NY,36,61,New York Co,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,61,New York Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,61,New York Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,63,Niagara Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,63,Niagara Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,67,Onondaga Co,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,69,Ontario Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,71,Orange Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,71,Orange Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,71,Orange Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,71,Orange Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,73,Orleans Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,79,Putnam Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,79,Putnam Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,81,Queens Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,81,Queens Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,81,Queens Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,81,Queens Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,81,Queens Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,81,Queens Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,81,Queens Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,83,Rensselaer Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,83,Rensselaer Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,85,Richmond Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,85,Richmond Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,85,Richmond Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,85,Richmond Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,85,Richmond Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,85,Richmond Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,85,Richmond Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,87,Rockland Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,87,Rockland Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,87,Rockland Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,87,Rockland Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,87,Rockland Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,87,Rockland Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,91,Saratoga Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,91,Saratoga Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,93,Schenectady Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,93,Schenectady Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,95,Schoharie Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,NEW YORK,NY,36,89,St. Lawrence Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,103,Suffolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,117,Wayne Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,NEW YORK,NY,36,119,Westchester Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,NEW YORK,NY,36,119,Westchester Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (1997),,OHIO,OH,39,1,Adams Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,OHIO,OH,39,3,Allen Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,OHIO,OH,39,7,Ashtabula Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,OHIO,OH,39,7,Ashtabula Co,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,OHIO,OH,39,7,Ashtabula Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
PM-2.5 (1997),,OHIO,OH,39,7,Ashtabula Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,OHIO,OH,39,13,Belmont Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,OHIO,OH,39,13,Belmont Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,OHIO,OH,39,17,Butler Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,OHIO,OH,39,17,Butler Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,OHIO,OH,39,17,Butler Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2015),,OHIO,OH,39,17,Butler Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,OHIO,OH,39,17,Butler Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,OHIO,OH,39,23,Clark Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
